@RELATION depression
@ATTRIBUTE the NUMERIC
@ATTRIBUTE of NUMERIC
@ATTRIBUTE and NUMERIC
@ATTRIBUTE in NUMERIC
@ATTRIBUTE a NUMERIC
@ATTRIBUTE to NUMERIC
@ATTRIBUTE with NUMERIC
@ATTRIBUTE depression NUMERIC
@ATTRIBUTE for NUMERIC
@ATTRIBUTE were NUMERIC
@ATTRIBUTE was NUMERIC
@ATTRIBUTE patients NUMERIC
@ATTRIBUTE on NUMERIC
@ATTRIBUTE or NUMERIC
@ATTRIBUTE from NUMERIC
@ATTRIBUTE by NUMERIC
@ATTRIBUTE that NUMERIC
@ATTRIBUTE study NUMERIC
@ATTRIBUTE is NUMERIC
@ATTRIBUTE an NUMERIC
@ATTRIBUTE as NUMERIC
@ATTRIBUTE be NUMERIC
@ATTRIBUTE are NUMERIC
@ATTRIBUTE depressive NUMERIC
@ATTRIBUTE at NUMERIC
@ATTRIBUTE not NUMERIC
@ATTRIBUTE than NUMERIC
@ATTRIBUTE this NUMERIC
@ATTRIBUTE had NUMERIC
@ATTRIBUTE treatment NUMERIC
@ATTRIBUTE major NUMERIC
@ATTRIBUTE more NUMERIC
@ATTRIBUTE associated NUMERIC
@ATTRIBUTE these NUMERIC
@ATTRIBUTE between NUMERIC
@ATTRIBUTE symptoms NUMERIC
@ATTRIBUTE may NUMERIC
@ATTRIBUTE have NUMERIC
@ATTRIBUTE p NUMERIC
@ATTRIBUTE depressed NUMERIC
@ATTRIBUTE their NUMERIC
@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE group NUMERIC
@ATTRIBUTE been NUMERIC
@ATTRIBUTE clinical NUMERIC
@ATTRIBUTE but NUMERIC
@ATTRIBUTE after NUMERIC
@ATTRIBUTE there NUMERIC
@ATTRIBUTE high NUMERIC
@ATTRIBUTE effects NUMERIC
@ATTRIBUTE health NUMERIC
@ATTRIBUTE two NUMERIC
@ATTRIBUTE has NUMERIC
@ATTRIBUTE factors NUMERIC
@ATTRIBUTE other NUMERIC
@ATTRIBUTE compared NUMERIC
@ATTRIBUTE disorder NUMERIC
@ATTRIBUTE risk NUMERIC
@ATTRIBUTE related NUMERIC
@ATTRIBUTE sleep NUMERIC
@ATTRIBUTE increased NUMERIC
@ATTRIBUTE higher NUMERIC
@ATTRIBUTE age NUMERIC
@ATTRIBUTE psychiatric NUMERIC
@ATTRIBUTE general NUMERIC
@ATTRIBUTE scale NUMERIC
@ATTRIBUTE significantly NUMERIC
@ATTRIBUTE social NUMERIC
@ATTRIBUTE who NUMERIC
@ATTRIBUTE life NUMERIC
@ATTRIBUTE when NUMERIC
@ATTRIBUTE first NUMERIC
@ATTRIBUTE subjects NUMERIC
@ATTRIBUTE diagnosis NUMERIC
@ATTRIBUTE disease NUMERIC
@ATTRIBUTE no NUMERIC
@ATTRIBUTE anxiety NUMERIC
@ATTRIBUTE weight NUMERIC
@ATTRIBUTE those NUMERIC
@ATTRIBUTE functional NUMERIC
@ATTRIBUTE mood NUMERIC
@ATTRIBUTE studies NUMERIC
@ATTRIBUTE disorders NUMERIC
@ATTRIBUTE severity NUMERIC
@ATTRIBUTE using NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE negative NUMERIC
@ATTRIBUTE we NUMERIC
@ATTRIBUTE significant NUMERIC
@ATTRIBUTE one NUMERIC
@ATTRIBUTE self NUMERIC
@ATTRIBUTE prevalence NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE only NUMERIC
@ATTRIBUTE effect NUMERIC
@ATTRIBUTE found NUMERIC
@ATTRIBUTE among NUMERIC
@ATTRIBUTE mental NUMERIC
@ATTRIBUTE it NUMERIC
@ATTRIBUTE use NUMERIC
@ATTRIBUTE both NUMERIC
@ATTRIBUTE history NUMERIC
@ATTRIBUTE findings NUMERIC
@ATTRIBUTE used NUMERIC
@ATTRIBUTE information NUMERIC
@ATTRIBUTE low NUMERIC
@ATTRIBUTE total NUMERIC
@ATTRIBUTE years NUMERIC
@ATTRIBUTE did NUMERIC
@ATTRIBUTE during NUMERIC
@ATTRIBUTE onset NUMERIC
@ATTRIBUTE women NUMERIC
@ATTRIBUTE dose NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE cognitive NUMERIC
@ATTRIBUTE medical NUMERIC
@ATTRIBUTE hcv NUMERIC
@ATTRIBUTE all NUMERIC
@ATTRIBUTE outcome NUMERIC
@ATTRIBUTE family NUMERIC
@ATTRIBUTE drug NUMERIC
@ATTRIBUTE elderly NUMERIC
@ATTRIBUTE reported NUMERIC
@ATTRIBUTE primary NUMERIC
@ATTRIBUTE they NUMERIC
@ATTRIBUTE chronic NUMERIC
@ATTRIBUTE stress NUMERIC
@ATTRIBUTE tricyclic NUMERIC
@ATTRIBUTE scores NUMERIC
@ATTRIBUTE relationship NUMERIC
@ATTRIBUTE assessment NUMERIC
@ATTRIBUTE year NUMERIC
@ATTRIBUTE symptom NUMERIC
@ATTRIBUTE which NUMERIC
@ATTRIBUTE dsm NUMERIC
@ATTRIBUTE factor NUMERIC
@ATTRIBUTE men NUMERIC
@ATTRIBUTE reliability NUMERIC
@ATTRIBUTE rem NUMERIC
@ATTRIBUTE data NUMERIC
@ATTRIBUTE support NUMERIC
@ATTRIBUTE dementia NUMERIC
@ATTRIBUTE less NUMERIC
@ATTRIBUTE also NUMERIC
@ATTRIBUTE over NUMERIC
@ATTRIBUTE psychosocial NUMERIC
@ATTRIBUTE patient NUMERIC
@ATTRIBUTE older NUMERIC
@ATTRIBUTE care NUMERIC
@ATTRIBUTE suicide NUMERIC
@ATTRIBUTE late NUMERIC
@ATTRIBUTE ci NUMERIC
@ATTRIBUTE antidepressants NUMERIC
@ATTRIBUTE mean NUMERIC
@ATTRIBUTE diagnostic NUMERIC
@ATTRIBUTE insomnia NUMERIC
@ATTRIBUTE trial NUMERIC
@ATTRIBUTE non NUMERIC
@ATTRIBUTE three NUMERIC
@ATTRIBUTE alcohol NUMERIC
@ATTRIBUTE sensitivity NUMERIC
@ATTRIBUTE rate NUMERIC
@ATTRIBUTE results NUMERIC
@ATTRIBUTE about NUMERIC
@ATTRIBUTE population NUMERIC
@ATTRIBUTE assessed NUMERIC
@ATTRIBUTE suggest NUMERIC
@ATTRIBUTE behavioral NUMERIC
@ATTRIBUTE physical NUMERIC
@ATTRIBUTE can NUMERIC
@ATTRIBUTE baseline NUMERIC
@ATTRIBUTE without NUMERIC
@ATTRIBUTE groups NUMERIC
@ATTRIBUTE placebo NUMERIC
@ATTRIBUTE before NUMERIC
@ATTRIBUTE 8 NUMERIC
@ATTRIBUTE although NUMERIC
@ATTRIBUTE affective NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE analysis NUMERIC
@ATTRIBUTE 95 NUMERIC
@ATTRIBUTE model NUMERIC
@ATTRIBUTE according NUMERIC
@ATTRIBUTE specific NUMERIC
@ATTRIBUTE up NUMERIC
@ATTRIBUTE well NUMERIC
@ATTRIBUTE common NUMERIC
@ATTRIBUTE hamilton NUMERIC
@ATTRIBUTE levels NUMERIC
@ATTRIBUTE doses NUMERIC
@ATTRIBUTE somatic NUMERIC
@ATTRIBUTE its NUMERIC
@ATTRIBUTE greater NUMERIC
@ATTRIBUTE seasonal NUMERIC
@ATTRIBUTE following NUMERIC
@ATTRIBUTE diagnosed NUMERIC
@ATTRIBUTE differences NUMERIC
@ATTRIBUTE report NUMERIC
@ATTRIBUTE most NUMERIC
@ATTRIBUTE sample NUMERIC
@ATTRIBUTE important NUMERIC
@ATTRIBUTE month NUMERIC
@ATTRIBUTE illness NUMERIC
@ATTRIBUTE six NUMERIC
@ATTRIBUTE lower NUMERIC
@ATTRIBUTE some NUMERIC
@ATTRIBUTE research NUMERIC
@ATTRIBUTE received NUMERIC
@ATTRIBUTE such NUMERIC
@ATTRIBUTE fatigue NUMERIC
@ATTRIBUTE n NUMERIC
@ATTRIBUTE follow NUMERIC
@ATTRIBUTE comparison NUMERIC
@ATTRIBUTE daily NUMERIC
@ATTRIBUTE demented NUMERIC
@ATTRIBUTE persons NUMERIC
@ATTRIBUTE response NUMERIC
@ATTRIBUTE present NUMERIC
@ATTRIBUTE practice NUMERIC
@ATTRIBUTE rehabilitation NUMERIC
@ATTRIBUTE ms NUMERIC
@ATTRIBUTE idiopathic NUMERIC
@ATTRIBUTE whether NUMERIC
@ATTRIBUTE disability NUMERIC
@ATTRIBUTE examined NUMERIC
@ATTRIBUTE questionnaire NUMERIC
@ATTRIBUTE mg NUMERIC
@ATTRIBUTE single NUMERIC
@ATTRIBUTE interview NUMERIC
@ATTRIBUTE 10 NUMERIC
@ATTRIBUTE children NUMERIC
@ATTRIBUTE severe NUMERIC
@ATTRIBUTE impact NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE determine NUMERIC
@ATTRIBUTE multiple NUMERIC
@ATTRIBUTE our NUMERIC
@ATTRIBUTE alpha NUMERIC
@ATTRIBUTE controlled NUMERIC
@ATTRIBUTE antidepressant NUMERIC
@ATTRIBUTE showed NUMERIC
@ATTRIBUTE criteria NUMERIC
@ATTRIBUTE increase NUMERIC
@ATTRIBUTE 14 NUMERIC
@ATTRIBUTE rates NUMERIC
@ATTRIBUTE feedback NUMERIC
@ATTRIBUTE least NUMERIC
@ATTRIBUTE r NUMERIC
@ATTRIBUTE changes NUMERIC
@ATTRIBUTE treated NUMERIC
@ATTRIBUTE different NUMERIC
@ATTRIBUTE longer NUMERIC
@ATTRIBUTE activity NUMERIC
@ATTRIBUTE previous NUMERIC
@ATTRIBUTE score NUMERIC
@ATTRIBUTE administered NUMERIC
@ATTRIBUTE hallucinosis NUMERIC
@ATTRIBUTE Sense {M1,M2,None}
@DATA
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9598714
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9375185
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9656809
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9321527
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9483682
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9549028
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9634029
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9284491
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9672054
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9554325
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9411859
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9444479
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9693356
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9420312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9524675
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9467490
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9412163
