@RELATION condition
@ATTRIBUTE the NUMERIC
@ATTRIBUTE of NUMERIC
@ATTRIBUTE and NUMERIC
@ATTRIBUTE in NUMERIC
@ATTRIBUTE to NUMERIC
@ATTRIBUTE a NUMERIC
@ATTRIBUTE was NUMERIC
@ATTRIBUTE with NUMERIC
@ATTRIBUTE by NUMERIC
@ATTRIBUTE that NUMERIC
@ATTRIBUTE were NUMERIC
@ATTRIBUTE for NUMERIC
@ATTRIBUTE is NUMERIC
@ATTRIBUTE from NUMERIC
@ATTRIBUTE or NUMERIC
@ATTRIBUTE on NUMERIC
@ATTRIBUTE conditions NUMERIC
@ATTRIBUTE under NUMERIC
@ATTRIBUTE as NUMERIC
@ATTRIBUTE these NUMERIC
@ATTRIBUTE an NUMERIC
@ATTRIBUTE at NUMERIC
@ATTRIBUTE are NUMERIC
@ATTRIBUTE not NUMERIC
@ATTRIBUTE we NUMERIC
@ATTRIBUTE this NUMERIC
@ATTRIBUTE cells NUMERIC
@ATTRIBUTE after NUMERIC
@ATTRIBUTE be NUMERIC
@ATTRIBUTE cell NUMERIC
@ATTRIBUTE dna NUMERIC
@ATTRIBUTE which NUMERIC
@ATTRIBUTE protein NUMERIC
@ATTRIBUTE when NUMERIC
@ATTRIBUTE may NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE increased NUMERIC
@ATTRIBUTE high NUMERIC
@ATTRIBUTE no NUMERIC
@ATTRIBUTE two NUMERIC
@ATTRIBUTE have NUMERIC
@ATTRIBUTE than NUMERIC
@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE both NUMERIC
@ATTRIBUTE binding NUMERIC
@ATTRIBUTE all NUMERIC
@ATTRIBUTE their NUMERIC
@ATTRIBUTE different NUMERIC
@ATTRIBUTE been NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE induced NUMERIC
@ATTRIBUTE it NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE had NUMERIC
@ATTRIBUTE also NUMERIC
@ATTRIBUTE c NUMERIC
@ATTRIBUTE but NUMERIC
@ATTRIBUTE observed NUMERIC
@ATTRIBUTE response NUMERIC
@ATTRIBUTE during NUMERIC
@ATTRIBUTE results NUMERIC
@ATTRIBUTE treatment NUMERIC
@ATTRIBUTE three NUMERIC
@ATTRIBUTE human NUMERIC
@ATTRIBUTE k NUMERIC
@ATTRIBUTE has NUMERIC
@ATTRIBUTE between NUMERIC
@ATTRIBUTE effects NUMERIC
@ATTRIBUTE can NUMERIC
@ATTRIBUTE one NUMERIC
@ATTRIBUTE other NUMERIC
@ATTRIBUTE expression NUMERIC
@ATTRIBUTE p NUMERIC
@ATTRIBUTE using NUMERIC
@ATTRIBUTE rats NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE growth NUMERIC
@ATTRIBUTE concentration NUMERIC
@ATTRIBUTE presence NUMERIC
@ATTRIBUTE synthesis NUMERIC
@ATTRIBUTE found NUMERIC
@ATTRIBUTE low NUMERIC
@ATTRIBUTE intracellular NUMERIC
@ATTRIBUTE 10 NUMERIC
@ATTRIBUTE study NUMERIC
@ATTRIBUTE measured NUMERIC
@ATTRIBUTE degrees NUMERIC
@ATTRIBUTE urea NUMERIC
@ATTRIBUTE effect NUMERIC
@ATTRIBUTE more NUMERIC
@ATTRIBUTE approximately NUMERIC
@ATTRIBUTE significant NUMERIC
@ATTRIBUTE role NUMERIC
@ATTRIBUTE its NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE ca2 NUMERIC
@ATTRIBUTE associated NUMERIC
@ATTRIBUTE used NUMERIC
@ATTRIBUTE significantly NUMERIC
@ATTRIBUTE culture NUMERIC
@ATTRIBUTE such NUMERIC
@ATTRIBUTE present NUMERIC
@ATTRIBUTE beta NUMERIC
@ATTRIBUTE fe NUMERIC
@ATTRIBUTE type NUMERIC
@ATTRIBUTE increase NUMERIC
@ATTRIBUTE release NUMERIC
@ATTRIBUTE similar NUMERIC
@ATTRIBUTE reduced NUMERIC
@ATTRIBUTE each NUMERIC
@ATTRIBUTE rat NUMERIC
@ATTRIBUTE rate NUMERIC
@ATTRIBUTE s NUMERIC
@ATTRIBUTE they NUMERIC
@ATTRIBUTE h NUMERIC
@ATTRIBUTE studies NUMERIC
@ATTRIBUTE activity NUMERIC
@ATTRIBUTE there NUMERIC
@ATTRIBUTE isolated NUMERIC
@ATTRIBUTE 12 NUMERIC
@ATTRIBUTE only NUMERIC
@ATTRIBUTE stress NUMERIC
@ATTRIBUTE na NUMERIC
@ATTRIBUTE control NUMERIC
@ATTRIBUTE stability NUMERIC
@ATTRIBUTE while NUMERIC
@ATTRIBUTE external NUMERIC
@ATTRIBUTE dependent NUMERIC
@ATTRIBUTE higher NUMERIC
@ATTRIBUTE chromatin NUMERIC
@ATTRIBUTE analysis NUMERIC
@ATTRIBUTE cellular NUMERIC
@ATTRIBUTE either NUMERIC
@ATTRIBUTE days NUMERIC
@ATTRIBUTE first NUMERIC
@ATTRIBUTE hla NUMERIC
@ATTRIBUTE key NUMERIC
@ATTRIBUTE tumor NUMERIC
@ATTRIBUTE non NUMERIC
@ATTRIBUTE produced NUMERIC
@ATTRIBUTE gamma NUMERIC
@ATTRIBUTE acid NUMERIC
@ATTRIBUTE factor NUMERIC
@ATTRIBUTE data NUMERIC
@ATTRIBUTE did NUMERIC
@ATTRIBUTE mg NUMERIC
@ATTRIBUTE coronary NUMERIC
@ATTRIBUTE important NUMERIC
@ATTRIBUTE oxygen NUMERIC
@ATTRIBUTE our NUMERIC
@ATTRIBUTE into NUMERIC
@ATTRIBUTE drug NUMERIC
@ATTRIBUTE well NUMERIC
@ATTRIBUTE transcription NUMERIC
@ATTRIBUTE most NUMERIC
@ATTRIBUTE same NUMERIC
@ATTRIBUTE system NUMERIC
@ATTRIBUTE test NUMERIC
@ATTRIBUTE serum NUMERIC
@ATTRIBUTE within NUMERIC
@ATTRIBUTE sodium NUMERIC
@ATTRIBUTE changes NUMERIC
@ATTRIBUTE rates NUMERIC
@ATTRIBUTE reduction NUMERIC
@ATTRIBUTE number NUMERIC
@ATTRIBUTE total NUMERIC
@ATTRIBUTE specific NUMERIC
@ATTRIBUTE sensitive NUMERIC
@ATTRIBUTE like NUMERIC
@ATTRIBUTE vitro NUMERIC
@ATTRIBUTE glutamate NUMERIC
@ATTRIBUTE those NUMERIC
@ATTRIBUTE state NUMERIC
@ATTRIBUTE flow NUMERIC
@ATTRIBUTE variable NUMERIC
@ATTRIBUTE suggest NUMERIC
@ATTRIBUTE compared NUMERIC
@ATTRIBUTE grown NUMERIC
@ATTRIBUTE saline NUMERIC
@ATTRIBUTE up NUMERIC
@ATTRIBUTE membrane NUMERIC
@ATTRIBUTE site NUMERIC
@ATTRIBUTE showed NUMERIC
@ATTRIBUTE levels NUMERIC
@ATTRIBUTE some NUMERIC
@ATTRIBUTE less NUMERIC
@ATTRIBUTE potential NUMERIC
@ATTRIBUTE differences NUMERIC
@ATTRIBUTE concentrations NUMERIC
@ATTRIBUTE based NUMERIC
@ATTRIBUTE physiological NUMERIC
@ATTRIBUTE several NUMERIC
@ATTRIBUTE free NUMERIC
@ATTRIBUTE obtained NUMERIC
@ATTRIBUTE endothelial NUMERIC
@ATTRIBUTE normal NUMERIC
@ATTRIBUTE bjc NUMERIC
@ATTRIBUTE sites NUMERIC
@ATTRIBUTE mechanisms NUMERIC
@ATTRIBUTE step NUMERIC
@ATTRIBUTE assay NUMERIC
@ATTRIBUTE treated NUMERIC
@ATTRIBUTE follistatin NUMERIC
@ATTRIBUTE whereas NUMERIC
@ATTRIBUTE weeks NUMERIC
@ATTRIBUTE single NUMERIC
@ATTRIBUTE function NUMERIC
@ATTRIBUTE clinical NUMERIC
@ATTRIBUTE interaction NUMERIC
@ATTRIBUTE kg NUMERIC
@ATTRIBUTE possible NUMERIC
@ATTRIBUTE pc12 NUMERIC
@ATTRIBUTE min NUMERIC
@ATTRIBUTE patients NUMERIC
@ATTRIBUTE among NUMERIC
@ATTRIBUTE could NUMERIC
@ATTRIBUTE indicate NUMERIC
@ATTRIBUTE case NUMERIC
@ATTRIBUTE determined NUMERIC
@ATTRIBUTE proteins NUMERIC
@ATTRIBUTE lesions NUMERIC
@ATTRIBUTE variability NUMERIC
@ATTRIBUTE mean NUMERIC
@ATTRIBUTE uptake NUMERIC
@ATTRIBUTE acute NUMERIC
@ATTRIBUTE method NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE solution NUMERIC
@ATTRIBUTE n NUMERIC
@ATTRIBUTE mm NUMERIC
@ATTRIBUTE without NUMERIC
@ATTRIBUTE greater NUMERIC
@ATTRIBUTE surface NUMERIC
@ATTRIBUTE sperm NUMERIC
@ATTRIBUTE change NUMERIC
@ATTRIBUTE examined NUMERIC
@ATTRIBUTE performed NUMERIC
@ATTRIBUTE anaerobic NUMERIC
@ATTRIBUTE daily NUMERIC
@ATTRIBUTE i NUMERIC
@ATTRIBUTE although NUMERIC
@ATTRIBUTE population NUMERIC
@ATTRIBUTE values NUMERIC
@ATTRIBUTE whether NUMERIC
@ATTRIBUTE conditioned NUMERIC
@ATTRIBUTE gltx NUMERIC
@ATTRIBUTE b NUMERIC
@ATTRIBUTE animals NUMERIC
@ATTRIBUTE dose NUMERIC
@ATTRIBUTE bdl NUMERIC
@ATTRIBUTE neuronal NUMERIC
@ATTRIBUTE symptoms NUMERIC
@ATTRIBUTE affinity NUMERIC
@ATTRIBUTE nucleosome NUMERIC
@ATTRIBUTE large NUMERIC
@ATTRIBUTE units NUMERIC
@ATTRIBUTE accuracy NUMERIC
@ATTRIBUTE ouabain NUMERIC
@ATTRIBUTE interval NUMERIC
@ATTRIBUTE 20 NUMERIC
@ATTRIBUTE provide NUMERIC
@ATTRIBUTE decreased NUMERIC
@ATTRIBUTE heat NUMERIC
@ATTRIBUTE vivo NUMERIC
@ATTRIBUTE cultures NUMERIC
@ATTRIBUTE rpt NUMERIC
@ATTRIBUTE half NUMERIC
@ATTRIBUTE including NUMERIC
@ATTRIBUTE further NUMERIC
@ATTRIBUTE maximal NUMERIC
@ATTRIBUTE individual NUMERIC
@ATTRIBUTE extracellular NUMERIC
@ATTRIBUTE does NUMERIC
@ATTRIBUTE mechanism NUMERIC
@ATTRIBUTE Sense {M1,M2,None}
@DATA
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9620919
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9552459
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9533707
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9393660
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9668612
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9574314
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9423965
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9510415
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9402755
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9611124
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9279811
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9536275
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9602591
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9330732
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9326188
