@RELATION evaluation
@ATTRIBUTE the NUMERIC
@ATTRIBUTE of NUMERIC
@ATTRIBUTE and NUMERIC
@ATTRIBUTE in NUMERIC
@ATTRIBUTE to NUMERIC
@ATTRIBUTE a NUMERIC
@ATTRIBUTE with NUMERIC
@ATTRIBUTE for NUMERIC
@ATTRIBUTE was NUMERIC
@ATTRIBUTE were NUMERIC
@ATTRIBUTE patients NUMERIC
@ATTRIBUTE by NUMERIC
@ATTRIBUTE evaluation NUMERIC
@ATTRIBUTE that NUMERIC
@ATTRIBUTE is NUMERIC
@ATTRIBUTE as NUMERIC
@ATTRIBUTE on NUMERIC
@ATTRIBUTE or NUMERIC
@ATTRIBUTE an NUMERIC
@ATTRIBUTE from NUMERIC
@ATTRIBUTE at NUMERIC
@ATTRIBUTE be NUMERIC
@ATTRIBUTE this NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE are NUMERIC
@ATTRIBUTE clinical NUMERIC
@ATTRIBUTE study NUMERIC
@ATTRIBUTE after NUMERIC
@ATTRIBUTE had NUMERIC
@ATTRIBUTE not NUMERIC
@ATTRIBUTE which NUMERIC
@ATTRIBUTE all NUMERIC
@ATTRIBUTE treatment NUMERIC
@ATTRIBUTE results NUMERIC
@ATTRIBUTE than NUMERIC
@ATTRIBUTE between NUMERIC
@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE two NUMERIC
@ATTRIBUTE these NUMERIC
@ATTRIBUTE using NUMERIC
@ATTRIBUTE hiv NUMERIC
@ATTRIBUTE cases NUMERIC
@ATTRIBUTE both NUMERIC
@ATTRIBUTE we NUMERIC
@ATTRIBUTE group NUMERIC
@ATTRIBUTE mean NUMERIC
@ATTRIBUTE p NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE children NUMERIC
@ATTRIBUTE but NUMERIC
@ATTRIBUTE it NUMERIC
@ATTRIBUTE have NUMERIC
@ATTRIBUTE who NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE no NUMERIC
@ATTRIBUTE their NUMERIC
@ATTRIBUTE disease NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE bone NUMERIC
@ATTRIBUTE negative NUMERIC
@ATTRIBUTE high NUMERIC
@ATTRIBUTE system NUMERIC
@ATTRIBUTE most NUMERIC
@ATTRIBUTE may NUMERIC
@ATTRIBUTE low NUMERIC
@ATTRIBUTE compared NUMERIC
@ATTRIBUTE other NUMERIC
@ATTRIBUTE therapy NUMERIC
@ATTRIBUTE flow NUMERIC
@ATTRIBUTE during NUMERIC
@ATTRIBUTE diagnosis NUMERIC
@ATTRIBUTE care NUMERIC
@ATTRIBUTE compliance NUMERIC
@ATTRIBUTE used NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE can NUMERIC
@ATTRIBUTE age NUMERIC
@ATTRIBUTE patient NUMERIC
@ATTRIBUTE has NUMERIC
@ATTRIBUTE showed NUMERIC
@ATTRIBUTE 10 NUMERIC
@ATTRIBUTE different NUMERIC
@ATTRIBUTE drug NUMERIC
@ATTRIBUTE one NUMERIC
@ATTRIBUTE into NUMERIC
@ATTRIBUTE three NUMERIC
@ATTRIBUTE significant NUMERIC
@ATTRIBUTE up NUMERIC
@ATTRIBUTE more NUMERIC
@ATTRIBUTE risk NUMERIC
@ATTRIBUTE been NUMERIC
@ATTRIBUTE significantly NUMERIC
@ATTRIBUTE mm NUMERIC
@ATTRIBUTE methods NUMERIC
@ATTRIBUTE specific NUMERIC
@ATTRIBUTE use NUMERIC
@ATTRIBUTE lesions NUMERIC
@ATTRIBUTE d NUMERIC
@ATTRIBUTE performed NUMERIC
@ATTRIBUTE response NUMERIC
@ATTRIBUTE i NUMERIC
@ATTRIBUTE efficacy NUMERIC
@ATTRIBUTE total NUMERIC
@ATTRIBUTE 95 NUMERIC
@ATTRIBUTE data NUMERIC
@ATTRIBUTE found NUMERIC
@ATTRIBUTE first NUMERIC
@ATTRIBUTE increased NUMERIC
@ATTRIBUTE cell NUMERIC
@ATTRIBUTE there NUMERIC
@ATTRIBUTE four NUMERIC
@ATTRIBUTE increase NUMERIC
@ATTRIBUTE years NUMERIC
@ATTRIBUTE method NUMERIC
@ATTRIBUTE did NUMERIC
@ATTRIBUTE new NUMERIC
@ATTRIBUTE evaluated NUMERIC
@ATTRIBUTE control NUMERIC
@ATTRIBUTE also NUMERIC
@ATTRIBUTE na NUMERIC
@ATTRIBUTE should NUMERIC
@ATTRIBUTE less NUMERIC
@ATTRIBUTE n NUMERIC
@ATTRIBUTE when NUMERIC
@ATTRIBUTE pet NUMERIC
@ATTRIBUTE detection NUMERIC
@ATTRIBUTE vaccine NUMERIC
@ATTRIBUTE analysis NUMERIC
@ATTRIBUTE our NUMERIC
@ATTRIBUTE value NUMERIC
@ATTRIBUTE studies NUMERIC
@ATTRIBUTE only NUMERIC
@ATTRIBUTE each NUMERIC
@ATTRIBUTE ct NUMERIC
@ATTRIBUTE effects NUMERIC
@ATTRIBUTE health NUMERIC
@ATTRIBUTE renal NUMERIC
@ATTRIBUTE type NUMERIC
@ATTRIBUTE coronary NUMERIC
@ATTRIBUTE imaging NUMERIC
@ATTRIBUTE evaluate NUMERIC
@ATTRIBUTE well NUMERIC
@ATTRIBUTE rate NUMERIC
@ATTRIBUTE those NUMERIC
@ATTRIBUTE breast NUMERIC
@ATTRIBUTE underwent NUMERIC
@ATTRIBUTE positive NUMERIC
@ATTRIBUTE average NUMERIC
@ATTRIBUTE arterial NUMERIC
@ATTRIBUTE effect NUMERIC
@ATTRIBUTE vitro NUMERIC
@ATTRIBUTE related NUMERIC
@ATTRIBUTE potential NUMERIC
@ATTRIBUTE cancer NUMERIC
@ATTRIBUTE activity NUMERIC
@ATTRIBUTE diagnostic NUMERIC
@ATTRIBUTE long NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE early NUMERIC
@ATTRIBUTE development NUMERIC
@ATTRIBUTE treated NUMERIC
@ATTRIBUTE within NUMERIC
@ATTRIBUTE size NUMERIC
@ATTRIBUTE implant NUMERIC
@ATTRIBUTE initial NUMERIC
@ATTRIBUTE observed NUMERIC
@ATTRIBUTE single NUMERIC
@ATTRIBUTE values NUMERIC
@ATTRIBUTE mg NUMERIC
@ATTRIBUTE protein NUMERIC
@ATTRIBUTE effective NUMERIC
@ATTRIBUTE present NUMERIC
@ATTRIBUTE blood NUMERIC
@ATTRIBUTE assessment NUMERIC
@ATTRIBUTE assay NUMERIC
@ATTRIBUTE case NUMERIC
@ATTRIBUTE before NUMERIC
@ATTRIBUTE revealed NUMERIC
@ATTRIBUTE predictive NUMERIC
@ATTRIBUTE rates NUMERIC
@ATTRIBUTE follow NUMERIC
@ATTRIBUTE oral NUMERIC
@ATTRIBUTE child NUMERIC
@ATTRIBUTE such NUMERIC
@ATTRIBUTE over NUMERIC
@ATTRIBUTE public NUMERIC
@ATTRIBUTE pcr NUMERIC
@ATTRIBUTE medical NUMERIC
@ATTRIBUTE its NUMERIC
@ATTRIBUTE quality NUMERIC
@ATTRIBUTE levels NUMERIC
@ATTRIBUTE non NUMERIC
@ATTRIBUTE included NUMERIC
@ATTRIBUTE fu NUMERIC
@ATTRIBUTE out NUMERIC
@ATTRIBUTE renin NUMERIC
@ATTRIBUTE large NUMERIC
@ATTRIBUTE kg NUMERIC
@ATTRIBUTE test NUMERIC
@ATTRIBUTE based NUMERIC
@ATTRIBUTE intra NUMERIC
@ATTRIBUTE acute NUMERIC
@ATTRIBUTE term NUMERIC
@ATTRIBUTE sensitivity NUMERIC
@ATTRIBUTE following NUMERIC
@ATTRIBUTE various NUMERIC
@ATTRIBUTE degrees NUMERIC
@ATTRIBUTE differences NUMERIC
@ATTRIBUTE further NUMERIC
@ATTRIBUTE six NUMERIC
@ATTRIBUTE number NUMERIC
@ATTRIBUTE biopsy NUMERIC
@ATTRIBUTE lower NUMERIC
@ATTRIBUTE useful NUMERIC
@ATTRIBUTE per NUMERIC
@ATTRIBUTE 12 NUMERIC
@ATTRIBUTE year NUMERIC
@ATTRIBUTE tissue NUMERIC
@ATTRIBUTE mr NUMERIC
@ATTRIBUTE five NUMERIC
@ATTRIBUTE fdg NUMERIC
@ATTRIBUTE determine NUMERIC
@ATTRIBUTE experimental NUMERIC
@ATTRIBUTE sera NUMERIC
@ATTRIBUTE urinary NUMERIC
@ATTRIBUTE findings NUMERIC
@ATTRIBUTE 7 NUMERIC
@ATTRIBUTE they NUMERIC
@ATTRIBUTE scale NUMERIC
@ATTRIBUTE obtained NUMERIC
@ATTRIBUTE defect NUMERIC
@ATTRIBUTE intravenous NUMERIC
@ATTRIBUTE months NUMERIC
@ATTRIBUTE cardiac NUMERIC
@ATTRIBUTE 20 NUMERIC
@ATTRIBUTE management NUMERIC
@ATTRIBUTE possible NUMERIC
@ATTRIBUTE comparison NUMERIC
@ATTRIBUTE men NUMERIC
@ATTRIBUTE pediatric NUMERIC
@ATTRIBUTE cm NUMERIC
@ATTRIBUTE upon NUMERIC
@ATTRIBUTE ischaemic NUMERIC
@ATTRIBUTE lpp NUMERIC
@ATTRIBUTE selected NUMERIC
@ATTRIBUTE standard NUMERIC
@ATTRIBUTE 50 NUMERIC
@ATTRIBUTE h NUMERIC
@ATTRIBUTE made NUMERIC
@ATTRIBUTE 30 NUMERIC
@ATTRIBUTE contact NUMERIC
@ATTRIBUTE higher NUMERIC
@ATTRIBUTE where NUMERIC
@ATTRIBUTE hospital NUMERIC
@ATTRIBUTE sample NUMERIC
@ATTRIBUTE measurements NUMERIC
@ATTRIBUTE hcv NUMERIC
@ATTRIBUTE subjects NUMERIC
@ATTRIBUTE sites NUMERIC
@ATTRIBUTE malignant NUMERIC
@ATTRIBUTE combination NUMERIC
@ATTRIBUTE grade NUMERIC
@ATTRIBUTE functional NUMERIC
@ATTRIBUTE complete NUMERIC
@ATTRIBUTE common NUMERIC
@ATTRIBUTE some NUMERIC
@ATTRIBUTE dose NUMERIC
@ATTRIBUTE greater NUMERIC
@ATTRIBUTE if NUMERIC
@ATTRIBUTE r NUMERIC
@ATTRIBUTE without NUMERIC
@ATTRIBUTE improved NUMERIC
@ATTRIBUTE ileocecal NUMERIC
@ATTRIBUTE samples NUMERIC
@ATTRIBUTE end NUMERIC
@ATTRIBUTE provide NUMERIC
@ATTRIBUTE protocol NUMERIC
@ATTRIBUTE areas NUMERIC
@ATTRIBUTE pertussis NUMERIC
@ATTRIBUTE status NUMERIC
@ATTRIBUTE survival NUMERIC
@ATTRIBUTE c NUMERIC
@ATTRIBUTE assessed NUMERIC
@ATTRIBUTE scored NUMERIC
@ATTRIBUTE culture NUMERIC
@ATTRIBUTE race NUMERIC
@ATTRIBUTE muscle NUMERIC
@ATTRIBUTE mri NUMERIC
@ATTRIBUTE open NUMERIC
@ATTRIBUTE demonstrated NUMERIC
@ATTRIBUTE Sense {M1,M2,None}
@DATA
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9382009
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9596309
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9674373
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9515010
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9566491
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9410143
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9719763
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9597829
1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9486724
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9544495
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9684430
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9412355
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9658975
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9431934
