@RELATION ultrasound
@ATTRIBUTE the NUMERIC
@ATTRIBUTE of NUMERIC
@ATTRIBUTE and NUMERIC
@ATTRIBUTE in NUMERIC
@ATTRIBUTE a NUMERIC
@ATTRIBUTE to NUMERIC
@ATTRIBUTE ultrasound NUMERIC
@ATTRIBUTE with NUMERIC
@ATTRIBUTE for NUMERIC
@ATTRIBUTE was NUMERIC
@ATTRIBUTE were NUMERIC
@ATTRIBUTE by NUMERIC
@ATTRIBUTE is NUMERIC
@ATTRIBUTE patients NUMERIC
@ATTRIBUTE at NUMERIC
@ATTRIBUTE or NUMERIC
@ATTRIBUTE be NUMERIC
@ATTRIBUTE as NUMERIC
@ATTRIBUTE an NUMERIC
@ATTRIBUTE this NUMERIC
@ATTRIBUTE on NUMERIC
@ATTRIBUTE that NUMERIC
@ATTRIBUTE after NUMERIC
@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE had NUMERIC
@ATTRIBUTE from NUMERIC
@ATTRIBUTE are NUMERIC
@ATTRIBUTE using NUMERIC
@ATTRIBUTE study NUMERIC
@ATTRIBUTE not NUMERIC
@ATTRIBUTE these NUMERIC
@ATTRIBUTE all NUMERIC
@ATTRIBUTE performed NUMERIC
@ATTRIBUTE than NUMERIC
@ATTRIBUTE treatment NUMERIC
@ATTRIBUTE clinical NUMERIC
@ATTRIBUTE three NUMERIC
@ATTRIBUTE we NUMERIC
@ATTRIBUTE between NUMERIC
@ATTRIBUTE p NUMERIC
@ATTRIBUTE has NUMERIC
@ATTRIBUTE have NUMERIC
@ATTRIBUTE no NUMERIC
@ATTRIBUTE diagnosis NUMERIC
@ATTRIBUTE two NUMERIC
@ATTRIBUTE bone NUMERIC
@ATTRIBUTE cases NUMERIC
@ATTRIBUTE high NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE been NUMERIC
@ATTRIBUTE r NUMERIC
@ATTRIBUTE but NUMERIC
@ATTRIBUTE both NUMERIC
@ATTRIBUTE imaging NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 3d NUMERIC
@ATTRIBUTE group NUMERIC
@ATTRIBUTE one NUMERIC
@ATTRIBUTE first NUMERIC
@ATTRIBUTE may NUMERIC
@ATTRIBUTE analysis NUMERIC
@ATTRIBUTE graft NUMERIC
@ATTRIBUTE only NUMERIC
@ATTRIBUTE results NUMERIC
@ATTRIBUTE it NUMERIC
@ATTRIBUTE blood NUMERIC
@ATTRIBUTE women NUMERIC
@ATTRIBUTE which NUMERIC
@ATTRIBUTE use NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE volume NUMERIC
@ATTRIBUTE used NUMERIC
@ATTRIBUTE disease NUMERIC
@ATTRIBUTE fetal NUMERIC
@ATTRIBUTE tissue NUMERIC
@ATTRIBUTE can NUMERIC
@ATTRIBUTE our NUMERIC
@ATTRIBUTE there NUMERIC
@ATTRIBUTE day NUMERIC
@ATTRIBUTE carotid NUMERIC
@ATTRIBUTE measured NUMERIC
@ATTRIBUTE dimensional NUMERIC
@ATTRIBUTE diagnostic NUMERIC
@ATTRIBUTE duplex NUMERIC
@ATTRIBUTE early NUMERIC
@ATTRIBUTE 15 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE also NUMERIC
@ATTRIBUTE flow NUMERIC
@ATTRIBUTE more NUMERIC
@ATTRIBUTE mm NUMERIC
@ATTRIBUTE biopsy NUMERIC
@ATTRIBUTE compared NUMERIC
@ATTRIBUTE during NUMERIC
@ATTRIBUTE rate NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE studies NUMERIC
@ATTRIBUTE qb NUMERIC
@ATTRIBUTE ct NUMERIC
@ATTRIBUTE pancreatic NUMERIC
@ATTRIBUTE assessment NUMERIC
@ATTRIBUTE up NUMERIC
@ATTRIBUTE prenatal NUMERIC
@ATTRIBUTE signal NUMERIC
@ATTRIBUTE their NUMERIC
@ATTRIBUTE contrast NUMERIC
@ATTRIBUTE significant NUMERIC
@ATTRIBUTE needle NUMERIC
@ATTRIBUTE its NUMERIC
@ATTRIBUTE age NUMERIC
@ATTRIBUTE area NUMERIC
@ATTRIBUTE arteries NUMERIC
@ATTRIBUTE sensitivity NUMERIC
@ATTRIBUTE scan NUMERIC
@ATTRIBUTE images NUMERIC
@ATTRIBUTE n NUMERIC
@ATTRIBUTE significantly NUMERIC
@ATTRIBUTE new NUMERIC
@ATTRIBUTE aortic NUMERIC
@ATTRIBUTE degrees NUMERIC
@ATTRIBUTE screening NUMERIC
@ATTRIBUTE well NUMERIC
@ATTRIBUTE years NUMERIC
@ATTRIBUTE system NUMERIC
@ATTRIBUTE surgical NUMERIC
@ATTRIBUTE detection NUMERIC
@ATTRIBUTE data NUMERIC
@ATTRIBUTE artery NUMERIC
@ATTRIBUTE fine NUMERIC
@ATTRIBUTE evaluated NUMERIC
@ATTRIBUTE should NUMERIC
@ATTRIBUTE risk NUMERIC
@ATTRIBUTE plaque NUMERIC
@ATTRIBUTE mean NUMERIC
@ATTRIBUTE ivus NUMERIC
@ATTRIBUTE most NUMERIC
@ATTRIBUTE cm NUMERIC
@ATTRIBUTE patient NUMERIC
@ATTRIBUTE intravascular NUMERIC
@ATTRIBUTE x NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE demonstrated NUMERIC
@ATTRIBUTE doppler NUMERIC
@ATTRIBUTE induced NUMERIC
@ATTRIBUTE energy NUMERIC
@ATTRIBUTE showed NUMERIC
@ATTRIBUTE who NUMERIC
@ATTRIBUTE found NUMERIC
@ATTRIBUTE bmd NUMERIC
@ATTRIBUTE treated NUMERIC
@ATTRIBUTE could NUMERIC
@ATTRIBUTE 12 NUMERIC
@ATTRIBUTE lesions NUMERIC
@ATTRIBUTE cancer NUMERIC
@ATTRIBUTE year NUMERIC
@ATTRIBUTE us NUMERIC
@ATTRIBUTE without NUMERIC
@ATTRIBUTE 95 NUMERIC
@ATTRIBUTE within NUMERIC
@ATTRIBUTE ray NUMERIC
@ATTRIBUTE scans NUMERIC
@ATTRIBUTE normal NUMERIC
@ATTRIBUTE guided NUMERIC
@ATTRIBUTE test NUMERIC
@ATTRIBUTE term NUMERIC
@ATTRIBUTE different NUMERIC
@ATTRIBUTE ml NUMERIC
@ATTRIBUTE technique NUMERIC
@ATTRIBUTE present NUMERIC
@ATTRIBUTE 30 NUMERIC
@ATTRIBUTE measurements NUMERIC
@ATTRIBUTE average NUMERIC
@ATTRIBUTE serum NUMERIC
@ATTRIBUTE scanning NUMERIC
@ATTRIBUTE value NUMERIC
@ATTRIBUTE 7 NUMERIC
@ATTRIBUTE kidney NUMERIC
@ATTRIBUTE 10 NUMERIC
@ATTRIBUTE image NUMERIC
@ATTRIBUTE breast NUMERIC
@ATTRIBUTE anterior NUMERIC
@ATTRIBUTE increase NUMERIC
@ATTRIBUTE 8 NUMERIC
@ATTRIBUTE information NUMERIC
@ATTRIBUTE correlation NUMERIC
@ATTRIBUTE cell NUMERIC
@ATTRIBUTE renal NUMERIC
@ATTRIBUTE 50 NUMERIC
@ATTRIBUTE level NUMERIC
@ATTRIBUTE other NUMERIC
@ATTRIBUTE application NUMERIC
@ATTRIBUTE follow NUMERIC
@ATTRIBUTE transcutaneous NUMERIC
@ATTRIBUTE levels NUMERIC
@ATTRIBUTE medical NUMERIC
@ATTRIBUTE weeks NUMERIC
@ATTRIBUTE will NUMERIC
@ATTRIBUTE mode NUMERIC
@ATTRIBUTE cerebral NUMERIC
@ATTRIBUTE procedures NUMERIC
@ATTRIBUTE min NUMERIC
@ATTRIBUTE such NUMERIC
@ATTRIBUTE heart NUMERIC
@ATTRIBUTE attenuation NUMERIC
@ATTRIBUTE diameter NUMERIC
@ATTRIBUTE acute NUMERIC
@ATTRIBUTE dose NUMERIC
@ATTRIBUTE good NUMERIC
@ATTRIBUTE months NUMERIC
@ATTRIBUTE frequency NUMERIC
@ATTRIBUTE effective NUMERIC
@ATTRIBUTE either NUMERIC
@ATTRIBUTE possible NUMERIC
@ATTRIBUTE echo NUMERIC
@ATTRIBUTE intensity NUMERIC
@ATTRIBUTE subjects NUMERIC
@ATTRIBUTE about NUMERIC
@ATTRIBUTE case NUMERIC
@ATTRIBUTE balloon NUMERIC
@ATTRIBUTE examination NUMERIC
@ATTRIBUTE role NUMERIC
@ATTRIBUTE correlated NUMERIC
@ATTRIBUTE less NUMERIC
@ATTRIBUTE obtained NUMERIC
@ATTRIBUTE cm2 NUMERIC
@ATTRIBUTE stent NUMERIC
@ATTRIBUTE lipid NUMERIC
@ATTRIBUTE prostate NUMERIC
@ATTRIBUTE following NUMERIC
@ATTRIBUTE report NUMERIC
@ATTRIBUTE 25 NUMERIC
@ATTRIBUTE surgery NUMERIC
@ATTRIBUTE function NUMERIC
@ATTRIBUTE 20 NUMERIC
@ATTRIBUTE because NUMERIC
@ATTRIBUTE days NUMERIC
@ATTRIBUTE b NUMERIC
@ATTRIBUTE primary NUMERIC
@ATTRIBUTE before NUMERIC
@ATTRIBUTE real NUMERIC
@ATTRIBUTE provide NUMERIC
@ATTRIBUTE determine NUMERIC
@ATTRIBUTE lumen NUMERIC
@ATTRIBUTE intraoperative NUMERIC
@ATTRIBUTE tumor NUMERIC
@ATTRIBUTE single NUMERIC
@ATTRIBUTE postoperative NUMERIC
@ATTRIBUTE control NUMERIC
@ATTRIBUTE reported NUMERIC
@ATTRIBUTE low NUMERIC
@ATTRIBUTE posterior NUMERIC
@ATTRIBUTE based NUMERIC
@ATTRIBUTE 100 NUMERIC
@ATTRIBUTE vertebral NUMERIC
@ATTRIBUTE cholesterol NUMERIC
@ATTRIBUTE chamber NUMERIC
@ATTRIBUTE development NUMERIC
@ATTRIBUTE aim NUMERIC
@ATTRIBUTE each NUMERIC
@ATTRIBUTE management NUMERIC
@ATTRIBUTE underwent NUMERIC
@ATTRIBUTE developed NUMERIC
@ATTRIBUTE invasive NUMERIC
@ATTRIBUTE important NUMERIC
@ATTRIBUTE internal NUMERIC
@ATTRIBUTE wall NUMERIC
@ATTRIBUTE sonography NUMERIC
@ATTRIBUTE visualization NUMERIC
@ATTRIBUTE liver NUMERIC
@ATTRIBUTE hifu NUMERIC
@ATTRIBUTE measures NUMERIC
@ATTRIBUTE monitoring NUMERIC
@ATTRIBUTE changes NUMERIC
@ATTRIBUTE pulmonary NUMERIC
@ATTRIBUTE model NUMERIC
@ATTRIBUTE long NUMERIC
@ATTRIBUTE associated NUMERIC
@ATTRIBUTE calcaneal NUMERIC
@ATTRIBUTE abdominal NUMERIC
@ATTRIBUTE velocity NUMERIC
@ATTRIBUTE therapy NUMERIC
@ATTRIBUTE procedure NUMERIC
@ATTRIBUTE total NUMERIC
@ATTRIBUTE increased NUMERIC
@ATTRIBUTE right NUMERIC
@ATTRIBUTE subsequent NUMERIC
@ATTRIBUTE c NUMERIC
@ATTRIBUTE parameters NUMERIC
@ATTRIBUTE if NUMERIC
@ATTRIBUTE when NUMERIC
@ATTRIBUTE reliability NUMERIC
@ATTRIBUTE ability NUMERIC
@ATTRIBUTE density NUMERIC
@ATTRIBUTE related NUMERIC
@ATTRIBUTE trimester NUMERIC
@ATTRIBUTE dxa NUMERIC
@ATTRIBUTE those NUMERIC
@ATTRIBUTE detected NUMERIC
@ATTRIBUTE angioplasty NUMERIC
@ATTRIBUTE dysplastic NUMERIC
@ATTRIBUTE assess NUMERIC
@ATTRIBUTE transvaginal NUMERIC
@ATTRIBUTE Sense {M1,M2,None}
@DATA
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9666933
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9363698
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9559963
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9688241
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M2 % 9577600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9612895
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9417465
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9707060
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9653439
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9486067
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9595138
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9633956
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1 % 9401903
